id,movie_title,overview,director,actor_1,actor_2,actor_3,genres,popularity,year,vote_average,vote_count,describe
358893.0,indian,"Frieda, a fashioncommercial photographer trying to find her own art, gathers her closest girlfriends from all over India to travel to Goa for a surprise announcement: she’s getting married! Thus begins an impromptu bachelorette celebration that lasts for a full week. A riotous roller-coaster ride of girl bonding; friendships, break ups, make ups, fuck ups, passion, devastation, hesitation, terrorization and self realization. Amidst the fun and frenzy, heartbreak and heartache, passion and obsession, youth and innocence, secrets tumble out, tensions emerge, bonds are formed and emotions run high. Soon events will take a more serious turn, but for the moment these women are determined to seize the day.",N. Maharajan,Sunny Deol,Shilpa Shetty,Danny Denzongpa,Comedy Drama,2.498,2001,6.9,36.0,Sunny Deol Shilpa Shetty Danny Denzongpa N. Maharajan Comedy Drama 2.498
46430.0,jodi no.1,"Rai Bahadur lives a wealthy lifestyle in Panjim, Goa, along with three brothers, Raman, Kamal, and Ashok along with their respective wives and children. He also has a sister, Shanno, and a daughter, Rinki, who is of marriageable age. Since his business is not doing too well, he asks his US-based friend, Ranjit, for assistance. In response, Ranjit sends his son, Vikramjit, to assist Rai. Vikramjit arrives at the Rai household along with his Secretary and close friend, Veeru, and soon both get involved in assisting the Rai business get back on it's feet. What Rai does not know is that Vikramjit & Veeru are not who they claim to be, but are actually Jai and Veeru, wanted by the Bombay Police and are on India's Most Wanted Criminals. Watch what happens when their photos are telecast on National TV, and the impact this has on the entire Rai clan.",David Dhawan,Sanjay Dutt,Govinda,Twinkle Khanna,Comedy Romance,2.678,2001,4.9,16.0,Sanjay Dutt Govinda Twinkle Khanna David Dhawan Comedy Romance 2.678
10757.0,kabhi khushi kabhie gham...,"Rahul, the adoptive son of business magnate Yash Raichand, feels eternal gratitude to his father for rescuing him from a life of poverty. Yet, when Yash forbids his love of poor Anjali, Rahul marries her and moves to London with new wife and sister-in-law, breaking the heart of his mother. Ten years later, Rahul's younger brother comes to London intent on brokering peace between father and son.",Karan Johar,Amitabh Bachchan,Jaya Bachchan,Rani Mukherji,Comedy Drama,11.564,2001,7.9,423.0,Amitabh Bachchan Jaya Bachchan Rani Mukherji Karan Johar Comedy Drama 11.564
107243.0,kasam,"Sanam Teri Kasam is the story of Sunil and his search for his father who has gone somewhere when Sunil was just a child. He meets Reena Roy en-route who leads him to his father Kader Khan. But unfortunately, somebody else (Ranjeet) has already been planted by Jeevan as Sunil and hence, Kader Khan neither recognises his real son, nor allows him to meet Reena Roy. In the end however, every hurdle is removed and all is well.  The film is also known for its super hit songs, especially 'nisha, nisha, nisha'. The other songs 'sheeshe ke gharon mein', 'kitne bhi tu kar le sitam' were also hit.",Shibu Mitra,Sunny Deol,Chunky Pandey,unknown,Drama Action Romance Family,1.568,2001,5.0,1.0,Sunny Deol Chunky Pandey unknown Shibu Mitra Drama Action Romance Family 1.568
165065.0,kuch khatti kuch meethi,"This story revolves around the lives of two look-alike sisters, who are brought up separately by their estranged parents, who had separated due to a misunderstandings when the girls were little. The twins meet, find out about their backgrounds, and decide to switch places",Rahul Rawail,Sunil Shetty,Kajol,Rishi Kapoor,Family Drama,1.119,2001,6.6,7.0,Sunil Shetty Kajol Rishi Kapoor Rahul Rawail Family Drama 1.119
166233.0,kyo kii main jhuth nahin bolta,"Inpired from the movie ""Liar Liar"", this movie is about a lawyer (Govinda) who lies his way through marriage and career. His wife (Sushmita Sen) falls in love with him because of his honesty and when she finds out of his dishonesty she threatens to divorce him. Their son, to avoid the divorce, wishes on a shooting star that his father should lose the ability to lie. What happens after that is an enjoyable journey.",David Dhawan,Govinda,Sushmita Sen,Anupam Kher,Comedy,2.077,2001,5.4,15.0,Govinda Sushmita Sen Anupam Kher David Dhawan Comedy 2.077
19666.0,lagaan: once upon a time in india,"In 1890s India, an arrogant British commander challenges the harshly taxed residents of Champaner to a high-stakes cricket match.",Ashutosh Gowariker,Aamir Khan,Gracy Singh,Rachel Shelley,Adventure Romance Drama,7.426,2001,7.3,425.0,Aamir Khan Gracy Singh Rachel Shelley Ashutosh Gowariker Adventure Romance Drama 7.426
56317.0,lajja,"Vaidehi (Manisha Koirala) gets married to Raghuvir (Jackie Shroff), an NRI. Suffering the agony of an unhappy marriage, she decides to run away from him when she learns that she is pregnant and he wants to take the child away from her. In her pursuit for freedom, she meets Mythili (Mahima Chaudhury) a bride-to-be, Janaki (Madhuri Dixit) a theatre artist and Ramdulari (Rekha) a village midwife - all of whom are victims of male chauvinism. They however refuse to be put down and fight for their rights.",Rajkumar Santoshi,Manisha Koirala,Rekha,Madhuri Dixit,Drama,2.119,2001,7.1,8.0,Manisha Koirala Rekha Madhuri Dixit Rajkumar Santoshi Drama 2.119
456558.0,maya,"Anna and Ira prank a local woman by writing her letters from a secret admirer. The prank takes a more serious turn when the local women goes missing,",Digivijay Singh,Nitya Shetty,Mita Vasisht,Anant Nag,Drama,1.808,2001,6.5,20.0,Nitya Shetty Mita Vasisht Anant Nag Digivijay Singh Drama 1.808
271574.0,moksha,"A young law student finds his strongly held ideals clashing with the work he has to undertake, leading to a crisis of confidence in this 2001 Bollywood feature from director Ashok Mehta.",Ashok Mehta,Manisha Koirala,Arjun Rampal,unknown,Drama,1.051,2001,5.8,3.0,Manisha Koirala Arjun Rampal unknown Ashok Mehta Drama 1.051
210068.0,mujhe kucch kehna hai,"Karan who is weak in his studies but good at music and masti which always results in fighting with his father, but his life changes when he sees the girl of his dreams. Everywhere he sees her he follows her but one day he goes out of town to find her but couldn't. Later his father sents him to another city but his car breaks down and takes lift and finds it's the same girl whos name is Pooja.",Satish Kaushik,Tusshar Kapoor,Kareena Kapoor,Rinke Khanna,Romance,2.677,2001,4.3,10.0,Tusshar Kapoor Kareena Kapoor Rinke Khanna Satish Kaushik Romance 2.677
544093.0,mujhe meri biwi se bachaao,"Anand Mathur comes from a middle-class background, but has always dreamed of living in luxury. His dreams take form when he meets with the only daughter, Kamini, of an aging and sick multi-millionaire. Kamini who is grossly overweight, approves of him, and soon both get married. Anand assists Kamini and her dad run their vaste business and soon becomes indispensable. When Kamini's dad passes away, Anand hopes that he may have received a fair amount of money in the last will and testament. Alas, that was not to be so, for dad had left everything in Kamini's name...",Harry Baweja,Naseeruddin Shah,Rekha,Arshad Warsi,Romance,0.624,2001,5.0,1.0,Naseeruddin Shah Rekha Arshad Warsi Harry Baweja Romance 0.624
32295.0,nayak,"Ballu (Sanjay Dutt), a notorious, cunning, and unscrupulous criminal who's wanted by the police for a plethora of murders and thefts. Bright and ambitious Inspector Ram (Jackie Shroff) finally arrests him, only to have Ballu escape right under his nose. So Ram's lovely girlfriend Ganga (Madhuri Dixit) volunteers to go undercover, to trap Ballu and help restore Ram's reputation. Things get more complicated, however, when Ballu falls for her, and she finds that she isn't entirely immune to his charms.",S. Shankar,Anil Kapoor,Rani Mukerji,Paresh Rawal,Action Music,2.714,2001,7.0,20.0,Anil Kapoor Rani Mukerji Paresh Rawal S. Shankar Action Music 2.714
543332.0,officer,SPU unit officer Sagar Chauhan is assigned with the task of looking over Meenal Patel the mentally imbalance wife of multi-millionaire businessman Pratap Rai. When Meenal dramatizes her ...,Naeem Sha,Sunil Shetty,Raveena Tandon,unknown,Action Crime Drama,0.84,2001,3.0,2.0,Sunil Shetty Raveena Tandon unknown Naeem Sha Action Crime Drama 0.84
132744.0,one 2 ka 4,"When a cop's partner is killed in the line of duty, he assumed guardianship of his orphaned children while investigating the murder.",Shashilal K. Nair,Shah Rukh Khan,Juhi Chawla,Jackie Shroff,Action Drama Comedy,4.514,2001,5.8,46.0,Shah Rukh Khan Juhi Chawla Jackie Shroff Shashilal K. Nair Action Drama Comedy 4.514
113172.0,paagalpan,"Aarti Agarwal and Karan Nath star as Roma Pinto and Sameer Malhotra. Roma Pinto, a beautiful young teenager, is the pride and joy of her five doting brothers, Arun, Jack, Sunny, Harry and Bunty.  Roma falls in love with the dashing and wealthy Sameer Malhotra, the heir to his father's millions. Although her brothers are initially opposed, she soon wins them over, only for matters to take a turn for the worse when one of Sameer's father's ships sinks, killing people from Roma's home town.  One of her brothers finds out about this, but is killed by the police and with Roma's family blaming Sameer for this death, the two young lovers are forced to elope.",Aruna Irani,Karan Nath,Aarti Agarwal,Farhan Khan,Romance,0.6,2001,,,Karan Nath Aarti Agarwal Farhan Khan Aruna Irani Romance 0.6
97472.0,pyaar ishq aur mohabbat,"Three eligible bachelors, Yash Sabharwal, Taj Bhardwaj, and Gaurav Saxena, all of them attracted to the one lady, Isha Nair. While Yash is rich, wealthy and influential; Taj's dad is Lord Bhardwaj in Britain; and Gaurav is a student, working part-time. Isha gets to meet, and gets friendly with them all, not knowing that each of them have a motive and agenda of their own.",Rajiv Rai,Suniel Shetty,Arjun Rampal,Aftab Shivdasani,Romance Drama,1.671,2001,5.1,7.0,Suniel Shetty Arjun Rampal Aftab Shivdasani Rajiv Rai Romance Drama 1.671
166253.0,pyaar tune kya kiya,"Ria Jaiswal lives a very wealthy lifestyle along with her mom and dad. As she is the only child in this family, her parents dot on her and give in to her every wish.",Rajat Mukherjee,Urmila Matondkar,Fardeen Khan,Sonali Kulkarni,Thriller,1.38,2001,6.2,6.0,Urmila Matondkar Fardeen Khan Sonali Kulkarni Rajat Mukherjee Thriller 1.38
277429.0,pyaar zindagi hai,"This Bollywood tragedy tells the story of Pratap Singh, an army major who falls madly in love with his wife's younger sister, Priya, to the point where he is prepared to give up everything to win her attentions. Pratap sets his plan in motion by killing his wife and then telling his father-in-law and Priya that she died of a heart attack, subsequently manipulating them into living with him under the pretext of needing help with his infant son.",Vijay Sadanah,Vikas Kalantri,Ashima Bhalla,Mohnish Bahl,Romance Thriller,0.676,2001,,,Vikas Kalantri Ashima Bhalla Mohnish Bahl Vijay Sadanah Romance Thriller 0.676
304139.0,rahul,"Mira (Neha) comes from a very wealthy family, however, she wants to get married to Akash Sharma (Jatin Grewal), who is not so wealthy. Against the wishes of her mother and brother, Mira gets married to Akash. The bad memories are left behind when Mira's family finally ""forgives"" them, at the birth of baby-boy, Rahul (Yash Pathak). With the family with such a acrimonious past, coming together, their marriage deteriorates, to such an extent that they have to involve the police and the courts for purposes of custody. The only obstacle coming between the couple from getting married again to different people are marred by Rahul, who is unable to accept his parents' divorce.",Prakash Jha,Neha,Jatin Grewal,Rajeshwari Sachdev,Drama,0.659,2001,3.5,2.0,Neha Jatin Grewal Rajeshwari Sachdev Prakash Jha Drama 0.659
46418.0,rehnaa hai terre dil mein,"Cupid's arrow and a lot more strike at Madhav Shastri's when he first has a glimpse of beautiful Reena Malhotra. Thereafter he meets her again and finds out that she the bethrothed of one Rajiv, and so he impersonates Rajiv and enters Reena's life. And they both fall in love...",Gautham Vasudev Menon,Saif Ali Khan,Dia Mirza,R. Madhavan,Drama Romance,2.838,2001,6.2,23.0,Saif Ali Khan Dia Mirza R. Madhavan Gautham Vasudev Menon Drama Romance 2.838
20916.0,style,"Chantu and Bantu are a couple of scam-artists trying to woo rich girls for easy money.  In the process, they get embroiled in a murder case and become the prime suspects.",N. Chandra,Sahil Khan,Sharman Joshi,Riya Sen,Comedy Thriller,2.263,2001,5.9,8.0,Sahil Khan Sharman Joshi Riya Sen N. Chandra Comedy Thriller 2.263
302936.0,tera mera saath rahen,"Raj Dixit lives with his younger brother, Rahul, who is disabled, both mentally and physically, from birth. Raj is also employed full-time, and after work, has the responsibility of looking after Rahul, which leaves him no time for himself. His beautiful neighbor, Suman Gupta, is attracted to him, but he regards her as a friend only. When Mr. Khanna introduces him to his niece, Madhuri, both instantly falls in love. The only problem is that Madhuri will only marry Raj, if Rahul is institutionalized. Raj agrees to get him admitted in a facility, much to Madhuri's delight, and together they start to plan their marriage, not realizing that things are going to take a turn for the worse.",Mahesh Manjrekar,Ajay Devgn,Sonali Bendre,Namrata Shirodkar,Music Drama,0.6,2001,4.0,1.0,Ajay Devgn Sonali Bendre Namrata Shirodkar Mahesh Manjrekar Music Drama 0.6
64880.0,tum bin,"Shekhar, a businessman, accidentally kills his associate Amar, and ridden with guilt, decides to watch over Amar's company and take care of his family and friends. However, he falls in love with Amar's fiancé Piya - who is to marry tycoon Abhi Gyan to save the company",Anubhav Sinha,Priyanshu Chatterjee,Himanshu Malik,Sandali Sinha,Romance Drama,2.461,2001,7.2,15.0,Priyanshu Chatterjee Himanshu Malik Sandali Sinha Anubhav Sinha Romance Drama 2.461
